Entity,Code,Year,Palm fruit oil - Area harvested (hectares)
Africa,OWID_AFR,1961,3444970
Africa,OWID_AFR,1962,3237470
Africa,OWID_AFR,1963,3325700
Africa,OWID_AFR,1964,3333700
Africa,OWID_AFR,1965,3394650
Africa,OWID_AFR,1966,3286350
Africa,OWID_AFR,1967,2827170
Africa,OWID_AFR,1968,2886250
Africa,OWID_AFR,1969,2989650
Africa,OWID_AFR,1970,2931900
Africa,OWID_AFR,1971,2933050
Africa,OWID_AFR,1972,2776410
Africa,OWID_AFR,1973,2786658
Africa,OWID_AFR,1974,2964202
Africa,OWID_AFR,1975,2918437
Africa,OWID_AFR,1976,2903133
Africa,OWID_AFR,1977,2948657
Africa,OWID_AFR,1978,2812362
Africa,OWID_AFR,1979,3150373
Africa,OWID_AFR,1980,3145234
Africa,OWID_AFR,1981,2841171
Africa,OWID_AFR,1982,2856176
Africa,OWID_AFR,1983,2746172
Africa,OWID_AFR,1984,3043621
Africa,OWID_AFR,1985,3015208
Africa,OWID_AFR,1986,3046353
Africa,OWID_AFR,1987,3129142
Africa,OWID_AFR,1988,3110078
Africa,OWID_AFR,1989,3159323
Africa,OWID_AFR,1990,3222002
Africa,OWID_AFR,1991,3394830
Africa,OWID_AFR,1992,3528345
Africa,OWID_AFR,1993,3683773
Africa,OWID_AFR,1994,3741006
Africa,OWID_AFR,1995,3941291
Africa,OWID_AFR,1996,3977150
Africa,OWID_AFR,1997,3962750
Africa,OWID_AFR,1998,3972693
Africa,OWID_AFR,1999,4025858
Africa,OWID_AFR,2000,4109776
Africa,OWID_AFR,2001,4211029
Africa,OWID_AFR,2002,4215557
Africa,OWID_AFR,2003,4387367
Africa,OWID_AFR,2004,4520854
Africa,OWID_AFR,2005,4571631
Africa,OWID_AFR,2006,4339738
Africa,OWID_AFR,2007,4373376
Africa,OWID_AFR,2008,4487210
Africa,OWID_AFR,2009,4560340
Africa,OWID_AFR,2010,4597186
Africa,OWID_AFR,2011,4609699
Africa,OWID_AFR,2012,4751563
Africa,OWID_AFR,2013,4492793
Africa,OWID_AFR,2014,4650960
Africa,OWID_AFR,2015,4793362
Africa,OWID_AFR,2016,4951320
Africa,OWID_AFR,2017,5255593
Africa,OWID_AFR,2018,5464775
Africa,OWID_AFR,2019,5622599
Africa,OWID_AFR,2020,5757304
Africa,OWID_AFR,2021,6025285
Africa,OWID_AFR,2022,6243042
Africa,OWID_AFR,2023,6483847
Africa,OWID_AFR,2024,6419967
Africa (FAO),,1961,3444970
Africa (FAO),,1962,3237470
Africa (FAO),,1963,3325700
Africa (FAO),,1964,3333700
Africa (FAO),,1965,3394650
Africa (FAO),,1966,3286350
Africa (FAO),,1967,2827170
Africa (FAO),,1968,2886250
Africa (FAO),,1969,2989650
Africa (FAO),,1970,2931900
Africa (FAO),,1971,2933050
Africa (FAO),,1972,2776410
Africa (FAO),,1973,2786658
Africa (FAO),,1974,2964202
Africa (FAO),,1975,2918437
Africa (FAO),,1976,2903133
Africa (FAO),,1977,2948657
Africa (FAO),,1978,2812362
Africa (FAO),,1979,3150373
Africa (FAO),,1980,3145234
Africa (FAO),,1981,2841171
Africa (FAO),,1982,2856176
Africa (FAO),,1983,2746172
Africa (FAO),,1984,3043621
Africa (FAO),,1985,3015208
Africa (FAO),,1986,3046353
Africa (FAO),,1987,3129142
Africa (FAO),,1988,3110078
Africa (FAO),,1989,3159323
Africa (FAO),,1990,3222002
Africa (FAO),,1991,3394830
Africa (FAO),,1992,3528345
Africa (FAO),,1993,3683773
Africa (FAO),,1994,3741006
Africa (FAO),,1995,3941291
Africa (FAO),,1996,3977150
Africa (FAO),,1997,3962750
Africa (FAO),,1998,3972693
Africa (FAO),,1999,4025858
Africa (FAO),,2000,4109776
Africa (FAO),,2001,4211029
Africa (FAO),,2002,4215557
Africa (FAO),,2003,4387367
Africa (FAO),,2004,4520854
Africa (FAO),,2005,4571631
Africa (FAO),,2006,4339738
Africa (FAO),,2007,4373376
Africa (FAO),,2008,4487211
Africa (FAO),,2009,4560340
Africa (FAO),,2010,4597186
Africa (FAO),,2011,4609699
Africa (FAO),,2012,4751564
Africa (FAO),,2013,4492793
Africa (FAO),,2014,4650957
Africa (FAO),,2015,4793361
Africa (FAO),,2016,4951322
Africa (FAO),,2017,5255590
Africa (FAO),,2018,5464775
Africa (FAO),,2019,5622599
Africa (FAO),,2020,5757304
Africa (FAO),,2021,6025284
Africa (FAO),,2022,6243044
Africa (FAO),,2023,6483846
Africa (FAO),,2024,6419967
Americas (FAO),,1961,61610
Americas (FAO),,1962,67612
Americas (FAO),,1963,66702
Americas (FAO),,1964,73070
Americas (FAO),,1965,82580
Americas (FAO),,1966,83615
Americas (FAO),,1967,90020
Americas (FAO),,1968,108619
Americas (FAO),,1969,89022
Americas (FAO),,1970,79067
Americas (FAO),,1971,97139
Americas (FAO),,1972,94052
Americas (FAO),,1973,89228
Americas (FAO),,1974,85258
Americas (FAO),,1975,75351
Americas (FAO),,1976,86013
Americas (FAO),,1977,90452
Americas (FAO),,1978,99252
Americas (FAO),,1979,106514
Americas (FAO),,1980,118535
Americas (FAO),,1981,117782
Americas (FAO),,1982,138384
Americas (FAO),,1983,136610
Americas (FAO),,1984,152642
Americas (FAO),,1985,165707
Americas (FAO),,1986,190722
Americas (FAO),,1987,197377
Americas (FAO),,1988,216080
Americas (FAO),,1989,240499
Americas (FAO),,1990,271103
Americas (FAO),,1991,320038
Americas (FAO),,1992,364268
Americas (FAO),,1993,357323
Americas (FAO),,1994,386013
Americas (FAO),,1995,395633
Americas (FAO),,1996,415439
Americas (FAO),,1997,435592
Americas (FAO),,1998,445140
Americas (FAO),,1999,457719
Americas (FAO),,2000,503507
Americas (FAO),,2001,546045
Americas (FAO),,2002,532985
Americas (FAO),,2003,546668
Americas (FAO),,2004,601598
Americas (FAO),,2005,646544
Americas (FAO),,2006,678914
Americas (FAO),,2007,704454
Americas (FAO),,2008,730679
Americas (FAO),,2009,797695
Americas (FAO),,2010,851795
Americas (FAO),,2011,929485
Americas (FAO),,2012,968074
Americas (FAO),,2013,1071661
Americas (FAO),,2014,1197946
Americas (FAO),,2015,1333012
Americas (FAO),,2016,1322517
Americas (FAO),,2017,1491916
Americas (FAO),,2018,1570175
Americas (FAO),,2019,1623992
Americas (FAO),,2020,1665628
Americas (FAO),,2021,1680724
Americas (FAO),,2022,1669278
Americas (FAO),,2023,1702659
Americas (FAO),,2024,1731954
Angola,AGO,1961,22000
Angola,AGO,1962,22000
Angola,AGO,1963,21000
Angola,AGO,1964,22000
Angola,AGO,1965,18000
Angola,AGO,1966,19000
Angola,AGO,1967,20000
Angola,AGO,1968,20000
Angola,AGO,1969,23000
Angola,AGO,1970,21000
Angola,AGO,1971,21000
Angola,AGO,1972,21000
Angola,AGO,1973,21000
Angola,AGO,1974,21000
Angola,AGO,1975,21000
Angola,AGO,1976,19000
Angola,AGO,1977,18000
Angola,AGO,1978,20000
Angola,AGO,1979,20000
Angola,AGO,1980,20000
Angola,AGO,1981,19000
Angola,AGO,1982,19000
Angola,AGO,1983,20000
Angola,AGO,1984,19000
Angola,AGO,1985,18000
Angola,AGO,1986,19000
Angola,AGO,1987,20000
Angola,AGO,1988,20000
Angola,AGO,1989,21000
Angola,AGO,1990,21000
Angola,AGO,1991,21500
Angola,AGO,1992,21500
Angola,AGO,1993,21500
Angola,AGO,1994,21500
Angola,AGO,1995,22000
Angola,AGO,1996,22400
Angola,AGO,1997,22000
Angola,AGO,1998,22400
Angola,AGO,1999,22500
Angola,AGO,2000,23000
Angola,AGO,2001,23000
Angola,AGO,2002,23000
Angola,AGO,2003,23000
Angola,AGO,2004,23000
Angola,AGO,2005,23000
Angola,AGO,2006,23000
Angola,AGO,2007,23000
Angola,AGO,2008,23000
Angola,AGO,2009,23000
Angola,AGO,2010,23000
Angola,AGO,2011,23000
Angola,AGO,2012,23000
Angola,AGO,2013,23000
Angola,AGO,2014,23067
Angola,AGO,2015,23141
Angola,AGO,2016,23166
Angola,AGO,2017,23164
Angola,AGO,2018,23141
Angola,AGO,2019,23123
Angola,AGO,2020,23152
Angola,AGO,2021,23261
Angola,AGO,2022,23265
Angola,AGO,2023,23286
Angola,AGO,2024,23308
Asia,OWID_ASI,1961,114402
Asia,OWID_ASI,1962,117275
Asia,OWID_ASI,1963,125173
Asia,OWID_ASI,1964,134000
Asia,OWID_ASI,1965,140100
Asia,OWID_ASI,1966,153650
Asia,OWID_ASI,1967,164750
Asia,OWID_ASI,1968,190350
Asia,OWID_ASI,1969,216950
Asia,OWID_ASI,1970,251950
Asia,OWID_ASI,1971,281350
Asia,OWID_ASI,1972,338750
Asia,OWID_ASI,1973,384000
Asia,OWID_ASI,1974,445500
Asia,OWID_ASI,1975,538166
Asia,OWID_ASI,1976,593449
Asia,OWID_ASI,1977,671246
Asia,OWID_ASI,1978,794203
Asia,OWID_ASI,1979,883915
Asia,OWID_ASI,1980,998724
Asia,OWID_ASI,1981,1099747
Asia,OWID_ASI,1982,1168071
Asia,OWID_ASI,1983,1313151
Asia,OWID_ASI,1984,1431031
Asia,OWID_ASI,1985,1675688
Asia,OWID_ASI,1986,1864660
Asia,OWID_ASI,1987,1929405
Asia,OWID_ASI,1988,2212179
Asia,OWID_ASI,1989,2411976
Asia,OWID_ASI,1990,2571087
Asia,OWID_ASI,1991,3037467
Asia,OWID_ASI,1992,3246780
Asia,OWID_ASI,1993,3429516
Asia,OWID_ASI,1994,3664324
Asia,OWID_ASI,1995,3951700
Asia,OWID_ASI,1996,4356769
Asia,OWID_ASI,1997,4762328
Asia,OWID_ASI,1998,5148957
Asia,OWID_ASI,1999,5446911
Asia,OWID_ASI,2000,5695042
Asia,OWID_ASI,2001,6018216
Asia,OWID_ASI,2002,6803627
Asia,OWID_ASI,2003,7211155
Asia,OWID_ASI,2004,7587166
Asia,OWID_ASI,2005,8151594
Asia,OWID_ASI,2006,8745167
Asia,OWID_ASI,2007,9389576
Asia,OWID_ASI,2008,10029925
Asia,OWID_ASI,2009,10306511
Asia,OWID_ASI,2010,11281375
Asia,OWID_ASI,2011,11852000
Asia,OWID_ASI,2012,12435140
Asia,OWID_ASI,2013,13671519
Asia,OWID_ASI,2014,13602867
Asia,OWID_ASI,2015,14284267
Asia,OWID_ASI,2016,15484830
Asia,OWID_ASI,2017,17045352
Asia,OWID_ASI,2018,18393284
Asia,OWID_ASI,2019,19157306
Asia,OWID_ASI,2020,19582116
Asia,OWID_ASI,2021,19945836
Asia,OWID_ASI,2022,20215014
Asia,OWID_ASI,2023,20465321
Asia,OWID_ASI,2024,20562099
Asia (FAO),,1961,114402
Asia (FAO),,1962,117275
Asia (FAO),,1963,125173
Asia (FAO),,1964,134000
Asia (FAO),,1965,140100
Asia (FAO),,1966,153650
Asia (FAO),,1967,164750
Asia (FAO),,1968,190350
Asia (FAO),,1969,216950
Asia (FAO),,1970,251950
Asia (FAO),,1971,281350
Asia (FAO),,1972,338750
Asia (FAO),,1973,384000
Asia (FAO),,1974,445500
Asia (FAO),,1975,538166
Asia (FAO),,1976,593449
Asia (FAO),,1977,671246
Asia (FAO),,1978,794203
Asia (FAO),,1979,883915
Asia (FAO),,1980,998724
Asia (FAO),,1981,1099747
Asia (FAO),,1982,1168071
Asia (FAO),,1983,1313151
Asia (FAO),,1984,1431031
Asia (FAO),,1985,1675688
Asia (FAO),,1986,1864660
Asia (FAO),,1987,1929405
Asia (FAO),,1988,2212179
Asia (FAO),,1989,2411976
Asia (FAO),,1990,2571087
Asia (FAO),,1991,3037467
Asia (FAO),,1992,3246780
Asia (FAO),,1993,3429516
Asia (FAO),,1994,3664324
Asia (FAO),,1995,3951700
Asia (FAO),,1996,4356769
Asia (FAO),,1997,4762328
Asia (FAO),,1998,5148957
Asia (FAO),,1999,5446911
Asia (FAO),,2000,5695042
Asia (FAO),,2001,6018216
Asia (FAO),,2002,6803627
Asia (FAO),,2003,7211155
Asia (FAO),,2004,7587166
Asia (FAO),,2005,8151594
Asia (FAO),,2006,8745167
Asia (FAO),,2007,9389576
Asia (FAO),,2008,10029925
Asia (FAO),,2009,10306511
Asia (FAO),,2010,11281375
Asia (FAO),,2011,11852000
Asia (FAO),,2012,12435140
Asia (FAO),,2013,13671519
Asia (FAO),,2014,13602867
Asia (FAO),,2015,14284267
Asia (FAO),,2016,15484830
Asia (FAO),,2017,17045352
Asia (FAO),,2018,18393284
Asia (FAO),,2019,19157304
Asia (FAO),,2020,19582116
Asia (FAO),,2021,19945836
Asia (FAO),,2022,20215012
Asia (FAO),,2023,20465322
Asia (FAO),,2024,20562100
Benin,BEN,1961,30000
Benin,BEN,1962,30000
Benin,BEN,1963,30000
Benin,BEN,1964,30000
Benin,BEN,1965,30000
Benin,BEN,1966,30000
Benin,BEN,1967,30000
Benin,BEN,1968,30000
Benin,BEN,1969,30000
Benin,BEN,1970,30000
Benin,BEN,1971,30000
Benin,BEN,1972,30000
Benin,BEN,1973,30000
Benin,BEN,1974,30000
Benin,BEN,1975,30000
Benin,BEN,1976,30000
Benin,BEN,1977,30000
Benin,BEN,1978,30000
Benin,BEN,1979,30000
Benin,BEN,1980,30000
Benin,BEN,1981,30000
Benin,BEN,1982,30000
Benin,BEN,1983,30000
Benin,BEN,1984,30000
Benin,BEN,1985,24000
Benin,BEN,1986,24000
Benin,BEN,1987,24000
Benin,BEN,1988,24000
Benin,BEN,1989,18000
Benin,BEN,1990,18000
Benin,BEN,1991,15000
Benin,BEN,1992,15000
Benin,BEN,1993,15000
Benin,BEN,1994,15000
Benin,BEN,1995,18000
Benin,BEN,1996,18000
Benin,BEN,1997,19000
Benin,BEN,1998,20000
Benin,BEN,1999,20000
Benin,BEN,2000,21000
Benin,BEN,2001,18000
Benin,BEN,2002,18000
Benin,BEN,2003,20000
Benin,BEN,2004,21000
Benin,BEN,2005,22000
Benin,BEN,2006,22000
Benin,BEN,2007,23000
Benin,BEN,2008,24000
Benin,BEN,2009,25000
Benin,BEN,2010,26000
Benin,BEN,2011,29000
Benin,BEN,2012,32000
Benin,BEN,2013,36000
Benin,BEN,2014,36272
Benin,BEN,2015,34627
Benin,BEN,2016,35105
Benin,BEN,2017,34956
Benin,BEN,2018,35552
Benin,BEN,2019,35792
Benin,BEN,2020,36430
Benin,BEN,2021,39291
Benin,BEN,2022,40560
Benin,BEN,2023,41814
Benin,BEN,2024,42069
Brazil,BRA,1961,2000
Brazil,BRA,1962,2300
Brazil,BRA,1963,2400
Brazil,BRA,1964,2900
Brazil,BRA,1965,4000
Brazil,BRA,1966,5200
Brazil,BRA,1967,4600
Brazil,BRA,1968,4900
Brazil,BRA,1969,5500
Brazil,BRA,1970,2200
Brazil,BRA,1971,2500
Brazil,BRA,1972,2700
Brazil,BRA,1973,2900
Brazil,BRA,1974,3100
Brazil,BRA,1975,3300
Brazil,BRA,1976,4300
Brazil,BRA,1977,5700
Brazil,BRA,1978,7100
Brazil,BRA,1979,7600
Brazil,BRA,1980,5700
Brazil,BRA,1981,6600
Brazil,BRA,1982,7600
Brazil,BRA,1983,8600
Brazil,BRA,1984,11000
Brazil,BRA,1985,13500
Brazil,BRA,1986,14500
Brazil,BRA,1987,18000
Brazil,BRA,1988,21000
Brazil,BRA,1989,25000
Brazil,BRA,1990,33000
Brazil,BRA,1991,69316
Brazil,BRA,1992,80932
Brazil,BRA,1993,69714
Brazil,BRA,1994,67388
Brazil,BRA,1995,68003
Brazil,BRA,1996,72929
Brazil,BRA,1997,80345
Brazil,BRA,1998,79021
Brazil,BRA,1999,77773
Brazil,BRA,2000,81881
Brazil,BRA,2001,84636
Brazil,BRA,2002,78363
Brazil,BRA,2003,85889
Brazil,BRA,2004,87542
Brazil,BRA,2005,87925
Brazil,BRA,2006,96509
Brazil,BRA,2007,102042
Brazil,BRA,2008,103158
Brazil,BRA,2009,103904
Brazil,BRA,2010,106420
Brazil,BRA,2011,109080
Brazil,BRA,2012,113135
Brazil,BRA,2013,108635
Brazil,BRA,2014,126559
Brazil,BRA,2015,140082
Brazil,BRA,2016,135546
Brazil,BRA,2017,115133
Brazil,BRA,2018,161558
Brazil,BRA,2019,177475
Brazil,BRA,2020,201702
Brazil,BRA,2021,197165
Brazil,BRA,2022,200624
Brazil,BRA,2023,201222
Brazil,BRA,2024,221828
Burundi,BDI,1961,800
Burundi,BDI,1962,800
Burundi,BDI,1963,800
Burundi,BDI,1964,800
Burundi,BDI,1965,800
Burundi,BDI,1966,800
Burundi,BDI,1967,800
Burundi,BDI,1968,900
Burundi,BDI,1969,1100
Burundi,BDI,1970,1200
Burundi,BDI,1971,1200
Burundi,BDI,1972,1100
Burundi,BDI,1973,1300
Burundi,BDI,1974,1000
Burundi,BDI,1975,1200
Burundi,BDI,1976,1200
Burundi,BDI,1977,1200
Burundi,BDI,1978,1600
Burundi,BDI,1979,1200
Burundi,BDI,1980,1200
Burundi,BDI,1981,1200
Burundi,BDI,1982,1200
Burundi,BDI,1983,1200
Burundi,BDI,1984,1200
Burundi,BDI,1985,1250
Burundi,BDI,1986,1250
Burundi,BDI,1987,1250
Burundi,BDI,1988,1250
Burundi,BDI,1989,1250
Burundi,BDI,1990,1250
Burundi,BDI,1991,1250
Burundi,BDI,1992,1250
Burundi,BDI,1993,1250
Burundi,BDI,1994,1250
Burundi,BDI,1995,1250
Burundi,BDI,1996,1250
Burundi,BDI,1997,1250
Burundi,BDI,1998,1250
Burundi,BDI,1999,1250
Burundi,BDI,2000,1200
Burundi,BDI,2001,950
Burundi,BDI,2002,1100
Burundi,BDI,2003,1500
Burundi,BDI,2004,2000
Burundi,BDI,2005,3300
Burundi,BDI,2006,5500
Burundi,BDI,2007,8500
Burundi,BDI,2008,9500
Burundi,BDI,2009,9000
Burundi,BDI,2010,8400
Burundi,BDI,2011,7000
Burundi,BDI,2012,7200
Burundi,BDI,2013,7900
Burundi,BDI,2014,8636
Burundi,BDI,2015,8741
Burundi,BDI,2016,8752
Burundi,BDI,2017,8791
Burundi,BDI,2018,8817
Burundi,BDI,2019,8840
Burundi,BDI,2020,8857
Burundi,BDI,2021,8838
Burundi,BDI,2022,8845
Burundi,BDI,2023,8847
Burundi,BDI,2024,8843
Cambodia,KHM,1991,13086
Cambodia,KHM,1992,13112
Cambodia,KHM,1993,13139
Cambodia,KHM,1994,13165
Cambodia,KHM,1995,13191
Cambodia,KHM,1996,13218
Cambodia,KHM,1997,13244
Cambodia,KHM,1998,13271
Cambodia,KHM,1999,13298
Cambodia,KHM,2000,13325
Cambodia,KHM,2001,13352
Cambodia,KHM,2002,13379
Cambodia,KHM,2003,13406
Cambodia,KHM,2004,13463
Cambodia,KHM,2005,13549
Cambodia,KHM,2006,13636
Cambodia,KHM,2007,13724
Cambodia,KHM,2008,13814
Cambodia,KHM,2009,13904
Cambodia,KHM,2010,13996
Cambodia,KHM,2011,14089
Cambodia,KHM,2012,14115
Cambodia,KHM,2013,14224
Cambodia,KHM,2014,14300
Cambodia,KHM,2015,17342
Cambodia,KHM,2016,21835
Cambodia,KHM,2017,28035
Cambodia,KHM,2018,34790
Cambodia,KHM,2019,41156
Cambodia,KHM,2020,46545
Cambodia,KHM,2021,51690
Cambodia,KHM,2022,52345
Cambodia,KHM,2023,57374
Cambodia,KHM,2024,41647
Cameroon,CMR,1961,30000
Cameroon,CMR,1962,28000
Cameroon,CMR,1963,35000
Cameroon,CMR,1964,37000
Cameroon,CMR,1965,45000
Cameroon,CMR,1966,33000
Cameroon,CMR,1967,45000
Cameroon,CMR,1968,47000
Cameroon,CMR,1969,43000
Cameroon,CMR,1970,37000
Cameroon,CMR,1971,34000
Cameroon,CMR,1972,35000
Cameroon,CMR,1973,36000
Cameroon,CMR,1974,37000
Cameroon,CMR,1975,42000
Cameroon,CMR,1976,33000
Cameroon,CMR,1977,33000
Cameroon,CMR,1978,36000
Cameroon,CMR,1979,38000
Cameroon,CMR,1980,43000
Cameroon,CMR,1981,35000
Cameroon,CMR,1982,40000
Cameroon,CMR,1983,33000
Cameroon,CMR,1984,45000
Cameroon,CMR,1985,45000
Cameroon,CMR,1986,45000
Cameroon,CMR,1987,45000
Cameroon,CMR,1988,45000
Cameroon,CMR,1989,55000
Cameroon,CMR,1990,55000
Cameroon,CMR,1991,52000
Cameroon,CMR,1992,52500
Cameroon,CMR,1993,48000
Cameroon,CMR,1994,49000
Cameroon,CMR,1995,50000
Cameroon,CMR,1996,51000
Cameroon,CMR,1997,52000
Cameroon,CMR,1998,52000
Cameroon,CMR,1999,55000
Cameroon,CMR,2000,56075
Cameroon,CMR,2001,55000
Cameroon,CMR,2002,56000
Cameroon,CMR,2003,57000
Cameroon,CMR,2004,57000
Cameroon,CMR,2005,70000
Cameroon,CMR,2006,72000
Cameroon,CMR,2007,72857
Cameroon,CMR,2008,78202
Cameroon,CMR,2009,102109
Cameroon,CMR,2010,112430
Cameroon,CMR,2011,121770
Cameroon,CMR,2012,128000
Cameroon,CMR,2013,135000
Cameroon,CMR,2014,136356
Cameroon,CMR,2015,145919
Cameroon,CMR,2016,170761
Cameroon,CMR,2017,183103
Cameroon,CMR,2018,197561
Cameroon,CMR,2019,197150
Cameroon,CMR,2020,260102
Cameroon,CMR,2021,265980
Cameroon,CMR,2022,215058
Cameroon,CMR,2023,218160
Cameroon,CMR,2024,223979
Caribbean (FAO),,1989,1000
Caribbean (FAO),,1990,3000
Caribbean (FAO),,1991,5000
Caribbean (FAO),,1992,6000
Caribbean (FAO),,1993,8000
Caribbean (FAO),,1994,9000
Caribbean (FAO),,1995,9000
Caribbean (FAO),,1996,9000
Caribbean (FAO),,1997,8935
Caribbean (FAO),,1998,11747
Caribbean (FAO),,1999,12553
Caribbean (FAO),,2000,13527
Caribbean (FAO),,2001,14507
Caribbean (FAO),,2002,15492
Caribbean (FAO),,2003,16481
Caribbean (FAO),,2004,17475
Caribbean (FAO),,2005,18475
Caribbean (FAO),,2006,19480
Caribbean (FAO),,2007,20490
Caribbean (FAO),,2008,21506
Caribbean (FAO),,2009,22526
Caribbean (FAO),,2010,16857
Caribbean (FAO),,2011,18464
Caribbean (FAO),,2012,18714
Caribbean (FAO),,2013,18714
Caribbean (FAO),,2014,18717
Caribbean (FAO),,2015,19066
Caribbean (FAO),,2016,18000
Caribbean (FAO),,2017,18000
Caribbean (FAO),,2018,19000
Caribbean (FAO),,2019,20000
Caribbean (FAO),,2020,21000
Caribbean (FAO),,2021,22000
Caribbean (FAO),,2022,23000
Caribbean (FAO),,2023,24000
Caribbean (FAO),,2024,25000
Central African Republic,CAF,1961,2800
Central African Republic,CAF,1962,2800
Central African Republic,CAF,1963,2800
Central African Republic,CAF,1964,2800
Central African Republic,CAF,1965,2800
Central African Republic,CAF,1966,4500
Central African Republic,CAF,1967,4500
Central African Republic,CAF,1968,4500
Central African Republic,CAF,1969,6500
Central African Republic,CAF,1970,6500
Central African Republic,CAF,1971,6500
Central African Republic,CAF,1972,8500
Central African Republic,CAF,1973,8500
Central African Republic,CAF,1974,8500
Central African Republic,CAF,1975,11000
Central African Republic,CAF,1976,11000
Central African Republic,CAF,1977,9200
Central African Republic,CAF,1978,8000
Central African Republic,CAF,1979,8000
Central African Republic,CAF,1980,8000
Central African Republic,CAF,1981,8000
Central African Republic,CAF,1982,8000
Central African Republic,CAF,1983,8000
Central African Republic,CAF,1984,8000
Central African Republic,CAF,1985,8000
Central African Republic,CAF,1986,8000
Central African Republic,CAF,1987,8000
Central African Republic,CAF,1988,8000
Central African Republic,CAF,1989,8000
Central African Republic,CAF,1990,8000
Central African Republic,CAF,1991,8000
Central African Republic,CAF,1992,7000
Central African Republic,CAF,1993,5700
Central African Republic,CAF,1994,5700
Central African Republic,CAF,1995,4500
Central African Republic,CAF,1996,4500
Central African Republic,CAF,1997,4500
Central African Republic,CAF,1998,4500
Central African Republic,CAF,1999,4500
Central African Republic,CAF,2000,4000
Central African Republic,CAF,2001,4000
Central African Republic,CAF,2002,4000
Central African Republic,CAF,2003,3700
Central African Republic,CAF,2004,3700
Central African Republic,CAF,2005,3500
Central African Republic,CAF,2006,3000
Central African Republic,CAF,2007,2500
Central African Republic,CAF,2008,1900
Central African Republic,CAF,2009,1220
Central African Republic,CAF,2010,625
Central African Republic,CAF,2011,630
Central African Republic,CAF,2012,630
Central African Republic,CAF,2013,650
Central African Republic,CAF,2014,649
Central African Republic,CAF,2015,650
Central African Republic,CAF,2016,660
Central African Republic,CAF,2017,650
Central African Republic,CAF,2018,625
Central African Republic,CAF,2019,645
Central African Republic,CAF,2020,647
Central African Republic,CAF,2021,639
Central African Republic,CAF,2022,655
Central African Republic,CAF,2023,647
Central African Republic,CAF,2024,647
Central America (FAO),,1961,22910
Central America (FAO),,1962,26112
Central America (FAO),,1963,24952
Central America (FAO),,1964,26120
Central America (FAO),,1965,26080
Central America (FAO),,1966,26265
Central America (FAO),,1967,24320
Central America (FAO),,1968,27719
Central America (FAO),,1969,25622
Central America (FAO),,1970,21986
Central America (FAO),,1971,20283
Central America (FAO),,1972,22706
Central America (FAO),,1973,28107
Central America (FAO),,1974,29017
Central America (FAO),,1975,24708
Central America (FAO),,1976,29486
Central America (FAO),,1977,28998
Central America (FAO),,1978,31266
Central America (FAO),,1979,35477
Central America (FAO),,1980,35447
Central America (FAO),,1981,36834
Central America (FAO),,1982,36786
Central America (FAO),,1983,41018
Central America (FAO),,1984,40154
Central America (FAO),,1985,41913
Central America (FAO),,1986,45272
Central America (FAO),,1987,44735
Central America (FAO),,1988,47555
Central America (FAO),,1989,50388
Central America (FAO),,1990,57197
Central America (FAO),,1991,61575
Central America (FAO),,1992,65383
Central America (FAO),,1993,60811
Central America (FAO),,1994,71602
Central America (FAO),,1995,76266
Central America (FAO),,1996,77987
Central America (FAO),,1997,81784
Central America (FAO),,1998,88355
Central America (FAO),,1999,103003
Central America (FAO),,2000,111390
Central America (FAO),,2001,133590
Central America (FAO),,2002,144180
Central America (FAO),,2003,150758
Central America (FAO),,2004,168336
Central America (FAO),,2005,179701
Central America (FAO),,2006,204739
Central America (FAO),,2007,216760
Central America (FAO),,2008,230818
Central America (FAO),,2009,245889
Central America (FAO),,2010,263354
Central America (FAO),,2011,281851
Central America (FAO),,2012,314049
Central America (FAO),,2013,373006
Central America (FAO),,2014,402943
Central America (FAO),,2015,450924
Central America (FAO),,2016,482405
Central America (FAO),,2017,520941
Central America (FAO),,2018,553049
Central America (FAO),,2019,590082
Central America (FAO),,2020,642199
Central America (FAO),,2021,672525
Central America (FAO),,2022,665547
Central America (FAO),,2023,677646
Central America (FAO),,2024,652236
China,CHN,1985,55000
China,CHN,1986,53000
China,CHN,1987,50500
China,CHN,1988,50500
China,CHN,1989,47000
China,CHN,1990,43000
China,CHN,1991,41000
China,CHN,1992,41000
China,CHN,1993,41000
China,CHN,1994,41000
China,CHN,1995,41000
China,CHN,1996,42000
China,CHN,1997,42000
China,CHN,1998,43000
China,CHN,1999,43000
China,CHN,2000,45000
China,CHN,2001,47000
China,CHN,2002,47000
China,CHN,2003,47000
China,CHN,2004,47000
China,CHN,2005,47000
China,CHN,2006,45000
China,CHN,2007,48000
China,CHN,2008,48000
China,CHN,2009,50000
China,CHN,2010,47000
China,CHN,2011,48000
China,CHN,2012,49000
China,CHN,2013,50000
China,CHN,2014,50352
China,CHN,2015,49576
China,CHN,2016,49416
China,CHN,2017,49407
China,CHN,2018,50057
China,CHN,2019,50413
China,CHN,2020,50571
China,CHN,2021,50383
China,CHN,2022,50437
China,CHN,2023,50554
China,CHN,2024,50672
China (FAO),,1985,55000
China (FAO),,1986,53000
China (FAO),,1987,50500
China (FAO),,1988,50500
China (FAO),,1989,47000
China (FAO),,1990,43000
China (FAO),,1991,41000
China (FAO),,1992,41000
China (FAO),,1993,41000
China (FAO),,1994,41000
China (FAO),,1995,41000
China (FAO),,1996,42000
